,CustomerID,Recency,Frequency,Monetary,R_score,M_score,F_score,RFM,RFM_score,Loyality
97,12464.0,10,8,1212.05,4,3,3,433,3.25,Platinum
98,12465.0,17,2,742.19,4,2,1,412,2.2,Gold
99,12468.0,187,2,729.5400000000001,1,2,1,112,1.4500000000000002,Silver
100,12471.0,2,30,19788.65,4,4,4,444,4.0,Platinum
101,12472.0,32,7,6572.110000000001,3,4,3,334,3.45,Platinum
102,12473.0,29,5,3928.05,3,4,2,324,3.1500000000000004,Platinum
103,12474.0,17,18,7324.09,4,4,4,444,4.0,Platinum
104,12475.0,53,1,723.38,2,2,1,212,1.7000000000000002,Silver
105,12476.0,15,11,6816.419999999999,4,4,3,434,3.7,Platinum
106,12477.0,22,6,13219.74,3,4,3,334,3.45,Platinum
107,12478.0,3,1,680.99,4,2,1,412,2.2,Gold
108,12479.0,11,1,527.2,4,2,1,412,2.2,Gold
109,12480.0,28,4,3281.6299999999997,3,4,2,324,3.1500000000000004,Platinum
110,12481.0,22,10,5579.820000000001,3,4,3,334,3.45,Platinum
111,12483.0,17,8,2484.98,4,3,3,433,3.25,Platinum
112,12484.0,32,6,4527.32,3,4,3,334,3.45,Platinum
113,12488.0,9,3,1298.66,4,3,2,423,2.95,Gold
114,12489.0,336,1,334.93,1,1,1,111,1.0,Bronze
115,12490.0,5,10,5417.93,4,4,3,434,3.7,Platinum
116,12491.0,38,1,460.40000000000003,3,2,1,312,1.9500000000000002,Silver
117,12492.0,63,2,263.21000000000004,2,1,1,211,1.25,Bronze
118,12493.0,165,2,433.74,1,2,1,112,1.4500000000000002,Silver
119,12494.0,15,7,1246.1000000000001,4,3,3,433,3.25,Platinum
120,12497.0,81,1,1043.1,2,2,1,212,1.7000000000000002,Silver
121,12498.0,21,3,403.7,3,1,2,321,1.8,Silver
122,12500.0,23,11,4257.82,3,4,3,334,3.45,Platinum
123,12501.0,336,1,2169.39,1,3,1,113,1.9000000000000001,Silver
124,12502.0,95,5,3723.87,2,4,2,224,2.9000000000000004,Gold
125,12504.0,18,2,482.04999999999995,3,2,1,312,1.9500000000000002,Silver
126,12506.0,232,1,73.5,1,1,1,111,1.0,Bronze
127,12507.0,134,3,1304.81,2,3,2,223,2.45,Gold
128,12508.0,26,2,397.88,3,1,1,311,1.5,Silver
129,12509.0,284,1,176.5,1,1,1,111,1.0,Bronze
130,12510.0,142,2,982.5699999999999,1,2,1,112,1.4500000000000002,Silver
131,12512.0,66,2,132.18,2,1,1,211,1.25,Bronze
132,12513.0,112,1,612.29,2,2,1,212,1.7000000000000002,Silver
133,12514.0,267,1,1017.68,1,2,1,112,1.4500000000000002,Silver
134,12515.0,353,1,383.7,1,1,1,111,1.0,Bronze
135,12516.0,77,2,1312.06,2,3,1,213,2.1500000000000004,Gold
136,12517.0,28,5,2481.6,3,3,2,323,2.7,Gold
137,12518.0,0,5,2056.89,4,3,2,423,2.95,Gold
138,12519.0,63,1,330.84,2,1,1,211,1.25,Bronze
139,12520.0,79,5,2634.2599999999998,2,3,2,223,2.45,Gold
140,12521.0,142,1,599.68,1,2,1,112,1.4500000000000002,Silver
141,12522.0,39,2,192.72,3,1,1,311,1.5,Silver
142,12523.0,19,11,1789.7700000000002,3,3,3,333,3.0,Gold
143,12524.0,9,8,4485.72,4,4,3,434,3.7,Platinum
144,12526.0,0,3,1316.6599999999999,4,3,2,423,2.95,Gold
145,12527.0,81,3,348.71000000000004,2,1,2,221,1.55,Silver
146,12528.0,9,6,1933.48,4,3,3,433,3.25,Platinum
147,12530.0,59,4,1662.2800000000002,2,3,2,223,2.45,Gold
148,12531.0,14,1,125.22,4,1,1,411,1.75,Silver
149,12532.0,30,1,349.83000000000004,3,1,1,311,1.5,Silver
150,12534.0,130,1,1089.18,2,2,1,212,1.7000000000000002,Silver
151,12535.0,91,2,716.3499999999999,2,2,1,212,1.7000000000000002,Silver
152,12536.0,43,3,12601.830000000002,3,4,2,324,3.1500000000000004,Platinum
153,12538.0,29,1,363.95,3,1,1,311,1.5,Silver
154,12539.0,22,4,5568.349999999999,3,4,2,324,3.1500000000000004,Platinum
155,12540.0,19,17,13400.24,3,4,4,344,3.75,Platinum
156,12541.0,29,3,981.18,3,2,2,322,2.25,Gold
157,12544.0,36,1,372.7,3,1,1,311,1.5,Silver
158,12545.0,75,2,1000.39,2,2,1,212,1.7000000000000002,Silver
159,12546.0,46,2,1161.5,3,3,1,313,2.4000000000000004,Gold
160,12547.0,197,2,207.8,1,1,1,111,1.0,Bronze
161,12548.0,166,1,95.19999999999999,1,1,1,111,1.0,Bronze
162,12550.0,79,1,964.83,2,2,1,212,1.7000000000000002,Silver
163,12551.0,357,1,168.0,1,1,1,111,1.0,Bronze
164,12552.0,38,2,437.82,3,2,1,312,1.9500000000000002,Silver
165,12553.0,8,10,3692.2799999999997,4,4,3,434,3.7,Platinum
166,12556.0,50,2,599.56,3,2,1,312,1.9500000000000002,Silver
167,12557.0,16,5,11990.960000000001,4,4,2,424,3.4000000000000004,Platinum
168,12558.0,7,1,269.96,4,1,1,411,1.75,Silver
169,12559.0,310,2,561.71,1,2,1,112,1.4500000000000002,Silver
170,12560.0,5,3,2134.01,4,3,2,423,2.95,Gold
171,12561.0,302,1,238.85,1,1,1,111,1.0,Bronze
172,12562.0,8,7,3781.74,4,4,3,434,3.7,Platinum
173,12564.0,261,1,456.9,1,2,1,112,1.4500000000000002,Silver
174,12565.0,288,1,145.92,1,1,1,111,1.0,Bronze
175,12566.0,86,1,351.65,2,1,1,211,1.25,Bronze
176,12567.0,22,10,9401.279999999999,3,4,3,334,3.45,Platinum
177,12569.0,2,32,4124.6900000000005,4,4,4,444,4.0,Platinum
178,12571.0,39,2,519.61,3,2,1,312,1.9500000000000002,Silver
179,12572.0,8,2,1020.4200000000001,4,2,1,412,2.2,Gold
180,12573.0,227,1,160.54000000000002,1,1,1,111,1.0,Bronze
181,12574.0,315,1,218.45,1,1,1,111,1.0,Bronze
182,12576.0,35,5,1315.83,3,3,2,323,2.7,Gold
183,12577.0,35,3,626.6,3,2,2,322,2.25,Gold
184,12578.0,21,2,2794.51,3,4,1,314,2.85,Gold
185,12579.0,78,1,440.42,2,2,1,212,1.7000000000000002,Silver
186,12580.0,246,1,415.7,1,2,1,112,1.4500000000000002,Silver
187,12581.0,39,1,197.71,3,1,1,311,1.5,Silver
188,12582.0,238,2,511.36,1,2,1,112,1.4500000000000002,Silver
189,12583.0,2,15,7281.379999999999,4,4,4,444,4.0,Platinum
190,12584.0,3,9,2338.15,4,3,3,433,3.25,Platinum
191,12585.0,234,2,2040.1,1,3,1,113,1.9000000000000001,Silver
192,12586.0,17,1,196.94000000000003,4,1,1,411,1.75,Silver
193,12587.0,7,1,144.0,4,1,1,411,1.75,Silver
194,12588.0,39,1,214.89999999999998,3,1,1,311,1.5,Silver
195,12589.0,28,2,646.6800000000001,3,2,1,312,1.9500000000000002,Silver
196,12590.0,211,2,9864.26,1,4,1,114,2.35,Gold
197,12591.0,317,1,452.84999999999997,1,2,1,112,1.4500000000000002,Silver
198,12592.0,92,2,437.6,2,2,1,212,1.7000000000000002,Silver
199,12593.0,108,3,418.1,2,2,2,222,2.0,Silver
200,12594.0,37,10,3338.2200000000003,3,4,3,334,3.45,Platinum
201,12596.0,51,2,618.27,2,2,1,212,1.7000000000000002,Silver
202,12597.0,19,4,3811.22,3,4,2,324,3.1500000000000004,Platinum
203,12598.0,9,8,3023.08,4,4,3,434,3.7,Platinum
204,12599.0,29,7,1032.58,3,2,3,332,2.55,Gold
205,12600.0,28,10,2599.04,3,3,3,333,3.0,Gold
206,12601.0,189,5,577.0600000000001,1,2,2,122,1.75,Silver
207,12602.0,58,1,153.12,2,1,1,211,1.25,Bronze
208,12603.0,21,1,739.1999999999999,3,2,1,312,1.9500000000000002,Silver
209,12604.0,79,2,254.18,2,1,1,211,1.25,Bronze
210,12607.0,60,1,1579.51,2,3,1,213,2.1500000000000004,Gold
211,12609.0,78,3,1126.85,2,3,2,223,2.45,Gold
212,12610.0,22,5,2099.54,3,3,2,323,2.7,Gold
213,12611.0,52,1,1193.32,2,3,1,213,2.1500000000000004,Gold
214,12612.0,74,1,704.0400000000001,2,2,1,212,1.7000000000000002,Silver
215,12613.0,57,5,3344.38,2,4,2,224,2.9000000000000004,Gold
216,12614.0,277,1,315.6,1,1,1,111,1.0,Bronze
217,12615.0,2,4,2291.19,4,3,2,423,2.95,Gold
218,12616.0,95,2,713.3,2,2,1,212,1.7000000000000002,Silver
219,12617.0,29,1,352.98,3,1,1,311,1.5,Silver
220,12618.0,21,1,177.31,3,1,1,311,1.5,Silver
221,12619.0,16,9,3641.24,4,4,3,434,3.7,Platinum
222,12620.0,14,3,1339.4099999999999,4,3,2,423,2.95,Gold
223,12621.0,1,20,13689.67,4,4,4,444,4.0,Platinum
224,12622.0,232,1,180.1,1,1,1,111,1.0,Bronze
225,12623.0,276,1,305.1,1,1,1,111,1.0,Bronze
226,12624.0,106,2,641.13,2,2,1,212,1.7000000000000002,Silver
227,12625.0,211,2,2683.8199999999997,1,4,1,114,2.35,Gold
228,12626.0,23,9,6620.48,3,4,3,334,3.45,Platinum
229,12627.0,10,7,4478.530000000001,4,4,3,434,3.7,Platinum
230,12628.0,4,3,786.46,4,2,2,422,2.5,Gold
231,12630.0,9,2,1270.88,4,3,1,413,2.6500000000000004,Gold
232,12631.0,57,1,640.5,2,2,1,212,1.7000000000000002,Silver
233,12633.0,58,4,2163.9800000000005,2,3,2,223,2.45,Gold
234,12635.0,89,2,1689.1799999999998,2,3,1,213,2.1500000000000004,Gold
235,12637.0,67,9,6002.9,2,4,3,234,3.2,Platinum
236,12638.0,33,1,671.69,3,2,1,312,1.9500000000000002,Silver
237,12639.0,238,1,486.1,1,2,1,112,1.4500000000000002,Silver
238,12640.0,23,3,1174.5800000000002,3,3,2,323,2.7,Gold
239,12641.0,115,1,185.9,2,1,1,211,1.25,Bronze
240,12642.0,25,3,1013.2600000000001,3,2,2,322,2.25,Gold
241,12643.0,128,6,3344.6400000000003,2,4,3,234,3.2,Platinum
242,12644.0,129,1,477.91,2,2,1,212,1.7000000000000002,Silver
243,12645.0,33,4,1775.18,3,3,2,323,2.7,Gold
244,12646.0,4,2,1346.9699999999998,4,3,1,413,2.6500000000000004,Gold
245,12647.0,22,12,3722.82,3,4,3,334,3.45,Platinum
246,12648.0,154,1,318.05,1,1,1,111,1.0,Bronze
247,12649.0,107,3,623.51,2,2,2,222,2.0,Silver
248,12650.0,3,1,314.44,4,1,1,411,1.75,Silver
249,12651.0,334,1,114.0,1,1,1,111,1.0,Bronze
250,12652.0,331,1,919.98,1,2,1,112,1.4500000000000002,Silver
251,12653.0,148,2,2209.85,1,3,1,113,1.9000000000000001,Silver
252,12654.0,10,5,601.98,4,2,2,422,2.5,Gold
253,12656.0,17,5,4051.17,4,4,2,424,3.4000000000000004,Platinum
254,12657.0,11,4,1643.1799999999998,4,3,2,423,2.95,Gold
255,12658.0,18,1,686.05,3,2,1,312,1.9500000000000002,Silver
256,12659.0,29,1,91.68,3,1,1,311,1.5,Silver
257,12660.0,11,1,245.1,4,1,1,411,1.75,Silver
258,12662.0,0,11,3849.78,4,4,3,434,3.7,Platinum
259,12664.0,8,9,4881.88,4,4,3,434,3.7,Platinum
260,12665.0,324,1,63.0,1,1,1,111,1.0,Bronze
261,12667.0,58,1,620.13,2,2,1,212,1.7000000000000002,Silver
262,12668.0,11,4,3807.1500000000005,4,4,2,424,3.4000000000000004,Platinum
263,12669.0,150,3,2744.0299999999997,1,4,2,124,2.65,Gold
264,12670.0,10,5,2996.0499999999997,4,4,2,424,3.4000000000000004,Platinum
265,12672.0,329,1,225.89999999999998,1,1,1,111,1.0,Bronze
266,12673.0,5,2,610.52,4,2,1,412,2.2,Gold
267,12674.0,38,4,1970.6,3,3,2,323,2.7,Gold
268,12676.0,24,6,1331.39,3,3,3,333,3.0,Gold
269,12678.0,42,12,17628.460000000003,3,4,3,334,3.45,Platinum
270,12679.0,58,4,1113.02,2,3,2,223,2.45,Gold
271,12680.0,0,4,862.81,4,2,2,422,2.5,Gold
272,12681.0,14,22,13787.54,4,4,4,444,4.0,Platinum
273,12682.0,3,31,12279.819999999998,4,4,4,444,4.0,Platinum
274,12683.0,4,15,8476.57,4,4,4,444,4.0,Platinum
275,12684.0,7,7,2283.63,4,3,3,433,3.25,Platinum
276,12685.0,28,6,2863.08,3,4,3,334,3.45,Platinum
277,12686.0,371,1,89.14,1,1,1,111,1.0,Bronze
278,12688.0,113,1,4873.8099999999995,2,4,1,214,2.6,Gold
279,12689.0,25,2,1247.61,3,3,1,313,2.4000000000000004,Gold
280,12690.0,205,1,389.01,1,1,1,111,1.0,Bronze
281,12691.0,28,6,1035.8,3,2,3,332,2.55,Gold
282,12693.0,127,4,855.91,2,2,2,222,2.0,Silver
283,12694.0,70,2,869.6700000000001,2,2,1,212,1.7000000000000002,Silver
284,12695.0,7,4,582.1,4,2,2,422,2.5,Gold
285,12697.0,28,3,957.5899999999999,3,2,2,322,2.25,Gold
286,12700.0,7,4,4939.99,4,4,2,424,3.4000000000000004,Platinum
287,12701.0,79,2,797.71,2,2,1,212,1.7000000000000002,Silver
288,12702.0,19,1,219.0,3,1,1,311,1.5,Silver
289,12703.0,71,1,283.55,2,1,1,211,1.25,Bronze
290,12704.0,7,8,2340.84,4,3,3,433,3.25,Platinum
291,12705.0,15,9,6868.290000000001,4,4,3,434,3.7,Platinum
292,12707.0,291,1,603.42,1,2,1,112,1.4500000000000002,Silver
293,12708.0,29,10,2712.9100000000003,3,4,3,334,3.45,Platinum
294,12709.0,15,15,9706.52,4,4,4,444,4.0,Platinum
295,12710.0,96,3,1149.02,2,3,2,223,2.45,Gold
296,12712.0,28,13,4396.13,3,4,3,334,3.45,Platinum
297,12713.0,0,1,848.55,4,2,1,412,2.2,Gold
298,12714.0,9,5,4708.860000000001,4,4,2,424,3.4000000000000004,Platinum
299,12715.0,106,1,343.36,2,1,1,211,1.25,Bronze
300,12716.0,3,2,1053.49,4,2,1,412,2.2,Gold
301,12717.0,151,2,1030.98,1,2,1,112,1.4500000000000002,Silver
302,12718.0,71,1,238.25,2,1,1,211,1.25,Bronze
303,12719.0,5,2,644.95,4,2,1,412,2.2,Gold
304,12720.0,2,25,5781.7300000000005,4,4,4,444,4.0,Platinum
305,12721.0,31,6,2656.13,3,4,3,334,3.45,Platinum
306,12722.0,85,4,997.6300000000001,2,2,2,222,2.0,Silver
307,12723.0,3,5,725.0699999999999,4,2,2,422,2.5,Gold
308,12724.0,5,4,1031.41,4,2,2,422,2.5,Gold
309,12725.0,371,1,427.8,1,2,1,112,1.4500000000000002,Silver
310,12726.0,28,7,2609.1,3,3,3,333,3.0,Gold
311,12727.0,10,7,3980.7,4,4,3,434,3.7,Platinum
312,12728.0,71,4,836.3299999999999,2,2,2,222,2.0,Silver
313,12729.0,113,1,453.01,2,2,1,212,1.7000000000000002,Silver
314,12731.0,23,12,18895.91,3,4,3,334,3.45,Platinum
315,12732.0,179,1,236.26000000000002,1,1,1,111,1.0,Bronze
316,12733.0,234,1,383.95,1,1,1,111,1.0,Bronze
317,12734.0,352,1,110.39999999999999,1,1,1,111,1.0,Bronze
318,12735.0,315,2,779.5699999999999,1,2,1,112,1.4500000000000002,Silver
319,12736.0,332,1,234.0,1,1,1,111,1.0,Bronze
320,12738.0,372,1,155.35,1,1,1,111,1.0,Bronze
321,12739.0,78,2,1013.04,2,2,1,212,1.7000000000000002,Silver
322,12740.0,63,1,427.6,2,2,1,212,1.7000000000000002,Silver
323,12743.0,134,2,540.13,2,2,1,212,1.7000000000000002,Silver
324,12744.0,51,7,21279.29,2,4,3,234,3.2,Platinum
325,12747.0,2,11,4196.01,4,4,3,434,3.7,Platinum
326,12748.0,0,211,33053.19,4,4,4,444,4.0,Platinum
327,12749.0,3,5,4090.88,4,4,2,424,3.4000000000000004,Platinum
328,12750.0,128,1,275.88,2,1,1,211,1.25,Bronze
329,12752.0,81,1,4366.78,2,4,1,214,2.6,Gold
330,12753.0,22,6,21429.39,3,4,3,334,3.45,Platinum
331,12754.0,235,4,3010.74,1,4,2,124,2.65,Gold
332,12755.0,280,2,3811.95,1,4,1,114,2.35,Gold
333,12756.0,86,1,112.07999999999998,2,1,1,211,1.25,Bronze
334,12757.0,15,13,7834.65,4,4,3,434,3.7,Platinum
335,12758.0,116,2,2791.59,2,4,1,214,2.6,Gold
336,12759.0,52,3,1531.44,2,3,2,223,2.45,Gold
337,12762.0,7,2,1898.52,4,3,1,413,2.6500000000000004,Gold
338,12763.0,138,2,494.08,2,2,1,212,1.7000000000000002,Silver
339,12764.0,316,1,1693.88,1,3,1,113,1.9000000000000001,Silver
340,12766.0,3,7,6989.630000000001,4,4,3,434,3.7,Platinum
341,12769.0,238,1,1143.6,1,3,1,113,1.9000000000000001,Silver
342,12770.0,210,1,1351.45,1,3,1,113,1.9000000000000001,Silver
343,12772.0,59,1,892.47,2,2,1,212,1.7000000000000002,Silver
344,12775.0,17,5,1386.04,4,3,2,423,2.95,Gold
345,12778.0,19,6,822.23,3,2,3,332,2.55,Gold
346,12779.0,37,8,3981.36,3,4,3,334,3.45,Platinum
347,12781.0,63,2,826.74,2,2,1,212,1.7000000000000002,Silver
348,12782.0,4,5,2330.92,4,3,2,423,2.95,Gold
349,12783.0,2,6,2225.91,4,3,3,433,3.25,Platinum
350,12784.0,9,2,532.8199999999999,4,2,1,412,2.2,Gold
351,12785.0,364,1,311.95,1,1,1,111,1.0,Bronze
352,12787.0,9,3,463.65999999999997,4,2,2,422,2.5,Gold
353,12789.0,65,1,91.85,2,1,1,211,1.25,Bronze
354,12790.0,192,1,324.92,1,1,1,111,1.0,Bronze
355,12791.0,373,1,192.60000000000002,1,1,1,111,1.0,Bronze
356,12792.0,256,1,400.53999999999996,1,1,1,111,1.0,Bronze
357,12793.0,334,2,545.48,1,2,1,112,1.4500000000000002,Silver
358,12794.0,53,2,860.41,2,2,1,212,1.7000000000000002,Silver
359,12795.0,18,1,430.48,3,2,1,312,1.9500000000000002,Silver
360,12797.0,365,1,254.03,1,1,1,111,1.0,Bronze
361,12798.0,10,3,6977.04,4,4,2,424,3.4000000000000004,Platinum
362,12802.0,186,1,427.58,1,2,1,112,1.4500000000000002,Silver
363,12808.0,36,3,483.65000000000003,3,2,2,322,2.25,Gold
364,12809.0,177,1,489.31,1,2,1,112,1.4500000000000002,Silver
365,12811.0,260,3,514.85,1,2,2,122,1.75,Silver
366,12812.0,44,1,229.64000000000001,3,1,1,311,1.5,Silver
367,12814.0,101,1,125.92,2,1,1,211,1.25,Bronze
368,12815.0,147,2,1063.46,1,2,1,112,1.4500000000000002,Silver
369,12816.0,95,2,572.2,2,2,1,212,1.7000000000000002,Silver
370,12817.0,281,1,166.04,1,1,1,111,1.0,Bronze
371,12818.0,261,1,1542.08,1,3,1,113,1.9000000000000001,Silver
372,12820.0,3,4,942.34,4,2,2,422,2.5,Gold
373,12821.0,214,1,92.72,1,1,1,111,1.0,Bronze
374,12822.0,70,2,948.88,2,2,1,212,1.7000000000000002,Silver
375,12823.0,74,5,1759.5,2,3,2,223,2.45,Gold
376,12824.0,59,1,397.12,2,1,1,211,1.25,Bronze
377,12826.0,2,7,1474.7199999999998,4,3,3,433,3.25,Platinum
378,12827.0,5,3,430.15,4,2,2,422,2.5,Gold
379,12828.0,2,6,1018.7099999999999,4,2,3,432,2.8,Gold
380,12829.0,336,2,293.0,1,1,1,111,1.0,Bronze
381,12830.0,37,6,6814.639999999999,3,4,3,334,3.45,Platinum
382,12831.0,262,1,215.05,1,1,1,111,1.0,Bronze
383,12832.0,32,2,383.03000000000003,3,1,1,311,1.5,Silver
384,12833.0,145,1,417.38,1,2,1,112,1.4500000000000002,Silver
385,12834.0,282,1,312.38,1,1,1,111,1.0,Bronze
386,12836.0,59,5,2610.36,2,3,2,223,2.45,Gold
387,12837.0,173,1,134.1,1,1,1,111,1.0,Bronze
388,12838.0,33,2,671.95,3,2,1,312,1.9500000000000002,Silver
389,12839.0,2,14,5591.420000000001,4,4,4,444,4.0,Platinum
390,12840.0,143,4,2726.7699999999995,1,4,2,124,2.65,Gold
391,12841.0,4,25,3991.58,4,4,4,444,4.0,Platinum
392,12842.0,70,2,1118.99,2,3,1,213,2.1500000000000004,Gold
393,12843.0,65,8,1702.26,2,3,3,233,2.75,Gold
394,12844.0,29,2,325.96000000000004,3,1,1,311,1.5,Silver
395,12845.0,267,4,354.09,1,1,2,121,1.3,Bronze
396,12847.0,22,1,843.64,3,2,1,312,1.9500000000000002,Silver
397,12849.0,31,2,1010.29,3,2,1,312,1.9500000000000002,Silver
398,12851.0,96,1,131.81,2,1,1,211,1.25,Bronze
399,12852.0,294,1,311.55,1,1,1,111,1.0,Bronze
400,12853.0,134,6,1957.1,2,3,3,233,2.75,Gold
401,12854.0,78,3,1316.25,2,3,2,223,2.45,Gold
