CustomerID,Recency,Frequency,Monetary
12726.0,28,7,2609.1
12727.0,10,7,3980.7
12728.0,71,4,836.3299999999999
12729.0,113,1,453.01
12731.0,23,12,18895.91
12732.0,179,1,236.26000000000002
12733.0,234,1,383.95
12734.0,352,1,110.39999999999999
12735.0,315,2,779.5699999999999
12736.0,332,1,234.0
12738.0,372,1,155.35
12739.0,78,2,1013.04
12740.0,63,1,427.6
12743.0,134,2,540.13
12744.0,51,7,21279.29
12747.0,2,11,4196.01
12748.0,0,211,33053.19
12749.0,3,5,4090.88
12750.0,128,1,275.88
12752.0,81,1,4366.78
12753.0,22,6,21429.39
12754.0,235,4,3010.74
12755.0,280,2,3811.95
12756.0,86,1,112.07999999999998
12757.0,15,13,7834.65
12758.0,116,2,2791.59
12759.0,52,3,1531.44
12762.0,7,2,1898.52
12763.0,138,2,494.08
12764.0,316,1,1693.88
12766.0,3,7,6989.630000000001
12769.0,238,1,1143.6
12770.0,210,1,1351.45
12772.0,59,1,892.47
12775.0,17,5,1386.04
12778.0,19,6,822.23
12779.0,37,8,3981.36
12781.0,63,2,826.74
12782.0,4,5,2330.92
12783.0,2,6,2225.91
12784.0,9,2,532.8199999999999
12785.0,364,1,311.95
12787.0,9,3,463.65999999999997
12789.0,65,1,91.85
12790.0,192,1,324.92
12791.0,373,1,192.60000000000002
12792.0,256,1,400.53999999999996
12793.0,334,2,545.48
12794.0,53,2,860.41
12795.0,18,1,430.48
12797.0,365,1,254.03
12798.0,10,3,6977.04
12802.0,186,1,427.58
12808.0,36,3,483.65000000000003
12809.0,177,1,489.31
12811.0,260,3,514.85
12812.0,44,1,229.64000000000001
12814.0,101,1,125.92
12815.0,147,2,1063.46
12816.0,95,2,572.2
12817.0,281,1,166.04
12818.0,261,1,1542.08
12820.0,3,4,942.34
12821.0,214,1,92.72
12822.0,70,2,948.88
12823.0,74,5,1759.5
12824.0,59,1,397.12
12826.0,2,7,1474.7199999999998
12827.0,5,3,430.15
12828.0,2,6,1018.7099999999999
12829.0,336,2,293.0
12830.0,37,6,6814.639999999999
12831.0,262,1,215.05
12832.0,32,2,383.03000000000003
12833.0,145,1,417.38
12834.0,282,1,312.38
12836.0,59,5,2610.36
12837.0,173,1,134.1
12838.0,33,2,671.95
12839.0,2,14,5591.420000000001
12840.0,143,4,2726.7699999999995
12841.0,4,25,3991.58
12842.0,70,2,1118.99
12843.0,65,8,1702.26
12844.0,29,2,325.96000000000004
12845.0,267,4,354.09
12847.0,22,1,843.64
12849.0,31,2,1010.29
12851.0,96,1,131.81
12852.0,294,1,311.55
12853.0,134,6,1957.1
12854.0,78,3,1316.25
12855.0,372,1,38.1
12856.0,7,6,2170.7799999999997
12857.0,210,2,1106.4
12863.0,52,1,521.2
12864.0,138,1,147.12
12865.0,26,2,1568.23
12866.0,283,1,559.12
12867.0,26,7,4009.34
12868.0,185,6,1607.06
12871.0,84,2,380.64
12872.0,326,2,599.97
12873.0,282,1,374.0
12875.0,143,2,343.2300000000001
12876.0,57,2,2218.02
12877.0,3,12,1535.7700000000002
12878.0,236,2,854.99
12879.0,44,3,573.22
12881.0,275,1,298.0
12882.0,9,2,1463.04
12883.0,24,4,703.47
12884.0,88,1,309.05
12885.0,63,3,1175.2200000000003
12886.0,67,2,1378.4
12888.0,214,2,354.12
12890.0,24,1,376.71999999999997
12891.0,185,3,331.0
12893.0,30,1,176.55
12895.0,42,2,372.8
12897.0,204,2,216.5
12901.0,8,28,17654.54
12902.0,264,1,138.68
12904.0,18,2,496.06
12906.0,11,5,2919.8100000000004
12908.0,176,2,750.0
12909.0,39,5,2178.67
12910.0,23,8,3075.04
12912.0,2,5,1662.3000000000002
12913.0,4,5,2483.63
12915.0,148,2,363.65
12916.0,138,4,2944.95
12917.0,128,1,594.0
12919.0,8,6,1335.19
12920.0,17,1,162.78
12921.0,9,37,16587.09
12922.0,161,1,405.38
12923.0,64,1,172.82
12924.0,88,4,933.7
12925.0,4,2,694.05
12928.0,35,5,2062.7
12929.0,311,1,117.85
12930.0,78,2,415.8
12931.0,21,15,42055.95999999999
12933.0,24,3,607.53
12935.0,2,7,2160.7
12936.0,17,4,1063.9
12937.0,15,4,1504.27
12938.0,25,1,114.14
12939.0,64,8,11581.8
12940.0,54,2,899.6899999999999
12942.0,131,3,675.5999999999999
12944.0,35,2,604.51
12945.0,288,1,462.95
12947.0,143,6,1603.9899999999998
12948.0,16,7,2064.95
12949.0,30,8,4167.22
12950.0,2,3,1843.0
12951.0,8,6,1064.0700000000002
12952.0,5,4,1387.79
12953.0,9,1,329.85
12955.0,1,11,4757.16
12956.0,306,1,108.07
12957.0,9,8,4017.54
12962.0,7,2,266.39000000000004
12963.0,8,8,1856.63
12965.0,89,1,769.8100000000001
12966.0,9,1,160.18
12967.0,358,2,1660.9
12968.0,112,1,135.95
12970.0,7,4,405.46999999999997
12971.0,3,86,11189.91
12974.0,197,1,144.8
12976.0,211,1,738.6
12977.0,156,1,39.239999999999995
12980.0,157,9,7374.900000000001
12981.0,29,2,372.22
12982.0,242,1,390.54
12984.0,18,1,97.5
12985.0,0,2,1239.38
12987.0,73,2,558.7
12988.0,292,1,505.82
12989.0,3,15,6924.11
12990.0,31,3,409.5
12991.0,23,2,503.76
12993.0,23,4,414.76
12994.0,4,3,974.4200000000001
12995.0,85,1,211.32
12997.0,22,4,1226.89
12999.0,196,3,455.88
13000.0,106,3,534.85
13001.0,4,13,9785.97
13002.0,318,1,120.94999999999999
13003.0,105,3,149.05
13004.0,11,18,5655.91
13005.0,173,2,513.7
13006.0,56,1,81.57
13008.0,323,1,229.46999999999997
13011.0,372,1,50.550000000000004
13012.0,9,8,1646.8400000000001
13013.0,1,13,4810.9400000000005
13014.0,10,10,3466.2799999999997
13015.0,53,5,3339.64
13016.0,73,3,789.89
13017.0,7,1,204.0
13018.0,16,28,7277.7
13021.0,4,9,2616.3799999999997
13023.0,64,2,689.9000000000001
13026.0,1,5,975.36
13027.0,113,6,6912.0
13028.0,22,2,661.3199999999999
13029.0,30,3,1247.5
13030.0,11,2,752.44
13032.0,52,2,1010.1800000000001
13033.0,357,1,190.55
13034.0,54,2,642.77
13035.0,73,2,921.88
13037.0,138,3,881.0699999999999
13038.0,80,3,908.46
13040.0,8,2,676.99
13043.0,273,1,516.42
13044.0,291,1,560.47
13045.0,99,1,305.28000000000003
13046.0,30,2,629.31
13047.0,31,10,3237.54
13048.0,14,4,1819.4100000000003
13049.0,64,2,656.6800000000001
13050.0,14,17,5836.86
13052.0,212,1,348.15000000000003
13055.0,78,3,1214.41
13058.0,24,3,271.4
13059.0,249,1,183.4
13060.0,253,1,307.53
13061.0,72,1,248.61
13062.0,191,1,346.98
13064.0,12,4,1105.5900000000001
13065.0,373,1,205.86
13066.0,24,2,470.8
13067.0,82,1,115.46000000000001
13068.0,10,2,344.0
13069.0,0,24,4431.4400000000005
13070.0,192,1,228.8
13072.0,266,1,177.15
13075.0,129,1,919.61
13077.0,1,4,728.0200000000001
13078.0,3,26,12627.94
13079.0,4,5,220.10000000000002
13080.0,179,1,58.08
13081.0,11,11,28337.379999999997
13082.0,126,9,3613.63
13083.0,4,2,303.75
13085.0,157,2,416.08000000000004
13089.0,2,97,58762.08
13090.0,8,14,8910.819999999998
13091.0,28,1,345.82
13092.0,70,5,477.83
13093.0,275,8,7832.469999999999
13094.0,21,12,1927.3200000000002
13095.0,70,1,74.39999999999999
13097.0,32,10,6003.22
13098.0,1,28,28882.44
13099.0,99,1,207.35999999999999
13101.0,234,1,101.19
13102.0,1,24,6424.09
13103.0,39,1,243.94
13104.0,3,6,1098.48
13106.0,133,1,76.5
13107.0,44,4,1531.6200000000001
13108.0,372,1,350.06
13109.0,59,2,786.54
13110.0,31,7,1488.6700000000003
13113.0,0,24,12245.960000000001
13115.0,11,4,2294.7799999999997
13116.0,138,1,501.14
13117.0,21,8,984.91
13118.0,19,5,1197.81
13120.0,238,1,30.599999999999998
13121.0,269,1,283.73
13122.0,94,2,922.39
13124.0,89,3,3756.33
13126.0,4,8,2099.6400000000003
13127.0,77,1,259.17
13130.0,94,1,64.0
13131.0,23,3,1073.3000000000002
13132.0,261,1,77.3
13133.0,273,2,109.80000000000001
13134.0,85,4,1793.58
13135.0,196,1,3096.0
13136.0,56,5,2607.6099999999997
13137.0,10,8,3603.29
13138.0,22,6,962.3900000000001
13139.0,16,7,5064.9400000000005
13140.0,108,3,422.46999999999997
13141.0,84,5,2388.75
13142.0,19,1,307.09
13144.0,332,1,110.95
13145.0,39,4,618.52
13146.0,26,1,228.91
13147.0,10,4,712.8000000000001
13148.0,29,12,3683.2599999999998
13149.0,14,4,1676.06
13151.0,295,1,1257.8700000000001
13153.0,5,1,486.22
13155.0,33,4,971.76
13157.0,49,4,1741.22
13158.0,94,4,1201.06
13159.0,8,4,1429.35
13160.0,22,1,91.8
13161.0,313,1,112.75
13162.0,122,4,1688.29
13165.0,46,2,1021.48
13166.0,283,1,417.2
13167.0,18,4,791.3299999999999
13168.0,36,4,1299.5900000000001
13169.0,63,2,712.88
13170.0,26,1,108.81
13171.0,21,3,468.40999999999997
13173.0,4,2,353.65
13174.0,16,3,2742.8199999999997
13176.0,46,1,481.49
13177.0,64,1,282.45
13178.0,26,11,5725.470000000001
13182.0,45,1,121.18
13183.0,7,9,3957.78
13184.0,14,10,1668.9499999999998
13185.0,267,1,71.4
13186.0,39,3,1575.89
13187.0,337,1,236.02
13188.0,11,1,114.60000000000001
13189.0,18,2,260.68
13192.0,95,2,911.94
13193.0,61,1,112.08
13194.0,135,1,60.7
13196.0,11,4,1797.78
13198.0,10,6,3401.2400000000002
13199.0,3,38,9817.12
13200.0,19,4,870.09
13203.0,9,4,869.46
13207.0,15,2,250.26000000000005
13208.0,58,6,1217.65
13209.0,30,8,5891.61
13210.0,93,1,353.48
13211.0,10,3,1095.42
13212.0,19,3,786.83
13213.0,56,5,1520.58
13216.0,267,1,333.74
13217.0,122,3,533.98
13218.0,127,1,62.63999999999999
13220.0,78,4,819.29
13221.0,240,2,847.4100000000001
13223.0,200,2,163.20000000000002
13224.0,60,2,2155.95
13225.0,3,7,6463.84
13226.0,273,1,108.21000000000001
13227.0,201,1,257.7
13228.0,81,1,358.0
13229.0,225,1,160.95
13230.0,4,16,2755.63
13232.0,12,7,1328.3500000000001
13233.0,74,2,605.12
13235.0,212,1,1031.07
13236.0,24,2,744.85
13238.0,17,4,700.73
13239.0,261,1,329.56
13240.0,96,4,663.65
13242.0,112,3,270.4
13243.0,203,1,585.12
13244.0,92,1,121.74000000000001
13245.0,50,1,430.5
13246.0,18,6,1961.52
13247.0,17,4,501.12
13248.0,124,2,465.67999999999995
13249.0,92,3,711.4100000000001
13253.0,156,2,1030.4
13255.0,9,2,399.51
13256.0,14,1,0.0
13258.0,11,3,672.83
13259.0,61,1,283.18
13260.0,61,1,557.62
13261.0,268,2,944.1
13262.0,263,1,200.29
13263.0,1,35,7436.930000000002
13265.0,53,5,2092.6600000000003
13266.0,11,12,3834.26
13267.0,2,19,4521.49
13268.0,17,11,3174.7499999999995
13269.0,1,15,5343.28
13270.0,366,1,590.0
13271.0,37,1,211.49
13272.0,31,2,276.56
13273.0,113,1,138.98
13276.0,63,2,590.9300000000001
13277.0,15,4,258.4
13278.0,40,1,542.73
13279.0,78,1,137.75
13280.0,122,3,798.46
13282.0,18,3,1132.14
13283.0,59,2,93.66
13284.0,330,1,201.19
13285.0,23,4,2709.12
13291.0,155,1,361.11
13292.0,38,2,578.94
13294.0,189,2,873.74
13295.0,359,1,201.20000000000002
13296.0,137,1,87.4
13297.0,7,4,2089.85
13298.0,1,1,360.0
13299.0,268,1,142.5
13300.0,169,1,371.89
13301.0,103,4,618.0899999999999
13302.0,155,1,63.75
13304.0,351,1,300.42
13305.0,4,10,2000.8600000000001
13307.0,120,1,15.0
13308.0,22,3,1385.5100000000002
13309.0,7,5,1456.79
13310.0,28,3,1132.0300000000002
13311.0,4,2,598.57
13313.0,22,5,1555.3200000000002
13314.0,1,3,775.94
13316.0,37,4,5732.93
13317.0,66,6,2273.6800000000003
13318.0,1,3,640.76
13319.0,5,26,10845.55
13320.0,78,4,1532.2
13321.0,72,2,567.36
13322.0,17,1,199.48000000000002
13323.0,3,5,787.8499999999999
13324.0,36,10,7121.95
13325.0,81,1,675.3
13327.0,38,8,3627.7699999999995
13328.0,316,1,1308.48
13329.0,31,2,789.0
13330.0,92,3,1140.93
13332.0,14,1,350.9
13334.0,82,3,3502.32
13336.0,77,1,795.12
13338.0,157,1,487.02
13339.0,200,1,860.12
13340.0,45,7,10736.48
13341.0,260,1,775.85
13343.0,177,1,353.43
13344.0,67,3,2511.69
13345.0,287,1,389.5
13347.0,70,1,341.36
13348.0,64,1,233.76
13349.0,10,1,247.32
13350.0,16,2,979.1200000000001
13351.0,66,1,373.94
13352.0,60,1,397.97999999999996
13354.0,71,1,743.53
13355.0,122,1,674.7
13356.0,80,1,768.24
13357.0,257,1,609.4
13358.0,268,1,439.03
13359.0,63,1,439.56
13362.0,9,4,3090.7400000000002
13363.0,17,2,992.5
13364.0,71,1,134.95999999999998
13365.0,33,2,2225.37
13366.0,50,1,56.160000000000004
13368.0,256,2,623.4
13369.0,365,1,308.28000000000003
13370.0,371,1,754.87
13372.0,89,1,378.64
13373.0,60,3,3312.25
13375.0,88,1,778.65
13376.0,99,3,1019.76
13379.0,26,3,572.56
13381.0,31,6,3639.31
13382.0,280,1,222.99
13384.0,30,7,4151.93
13385.0,329,1,534.57
13388.0,131,2,677.0999999999999
13389.0,11,3,797.96
13390.0,74,1,544.08
13391.0,203,1,59.8
13394.0,1,8,2520.0200000000004
13395.0,185,1,307.72
13396.0,29,2,1360.99
13397.0,72,5,1544.13
13398.0,192,1,457.34
13402.0,127,2,621.23
13403.0,17,1,75.0
13404.0,1,2,252.49
13405.0,74,3,572.451
13408.0,1,62,28117.039999999997
13410.0,24,5,1003.06
13411.0,107,1,213.55
13414.0,133,3,1390.5
13416.0,43,2,712.5
13417.0,4,2,640.8299999999999
13418.0,11,18,6127.43
13419.0,63,1,221.06
13420.0,149,2,159.85
13421.0,40,2,1833.71
13422.0,64,1,2626.3
13425.0,108,3,1624.21
13426.0,0,10,3641.3200000000006
13427.0,19,3,582.6
13428.0,10,1,201.78
13429.0,10,4,1006.8
13430.0,18,2,679.45
13431.0,67,2,1269.1
13434.0,74,2,534.24
13435.0,5,7,3809.8900000000003
13436.0,1,1,196.89
13437.0,14,7,3408.06
13439.0,255,1,283.71
13441.0,91,1,296.64
13447.0,23,3,1129.1399999999999
13448.0,16,6,3534.69
13449.0,23,1,291.88
13450.0,26,6,2043.7199999999998
13451.0,26,5,2898.26
13452.0,259,2,590.0
13453.0,165,2,356.98
13455.0,24,2,1058.3400000000001
13456.0,17,6,1766.7200000000003
13458.0,7,14,9646.57
13460.0,29,2,183.44
13461.0,38,3,1445.0
13462.0,252,1,151.5
13464.0,58,1,674.68
13466.0,184,1,307.9
13467.0,10,2,1071.9099999999999
13468.0,1,38,5704.97
13470.0,99,2,165.0
13471.0,1,4,2501.84
13473.0,60,2,422.64
13474.0,236,1,226.84
13475.0,191,4,1431.78
13476.0,178,2,1238.47
13477.0,37,6,1454.58
13479.0,200,2,300.95
13481.0,45,5,1804.56
13482.0,232,1,184.64
13483.0,65,1,140.34
13484.0,241,1,313.8
13485.0,233,1,454.24
13486.0,78,3,1122.4099999999999
13487.0,57,3,575.4
13488.0,17,13,8968.31
13489.0,105,4,449.52
13491.0,51,10,1215.8199999999997
13492.0,136,3,1269.8400000000001
13493.0,275,2,618.63
13494.0,311,1,316.26000000000005
13495.0,7,5,2044.87
13496.0,10,2,653.3299999999999
13497.0,282,2,348.05
13499.0,17,5,1159.1100000000001
13500.0,23,3,1166.77
13501.0,288,1,1340.32
13502.0,16,3,292.0
13503.0,71,1,216.85
13504.0,64,1,295.93
13505.0,72,4,4393.63
13506.0,316,2,458.52
13507.0,3,4,2479.16
13508.0,243,1,110.97
13509.0,8,7,979.72
13510.0,1,4,1791.56
13512.0,260,1,251.21
13513.0,126,1,205.1
13514.0,73,1,152.20000000000002
13515.0,72,4,891.1200000000001
13516.0,21,3,1389.41
13517.0,59,3,2128.42
13518.0,85,1,627.16
13519.0,78,1,122.75
13520.0,58,6,3624.35
13521.0,1,3,1071.73
13522.0,30,1,125.80000000000001
13523.0,33,5,3964.88
13524.0,40,5,680.1800000000001
13525.0,14,2,628.78
13527.0,33,7,2242.36
13529.0,78,2,307.76
13531.0,205,2,483.79999999999995
13532.0,33,1,210.31
13533.0,182,3,269.09
13534.0,2,25,5870.08
13536.0,1,7,3444.39
13538.0,43,7,1280.85
13539.0,85,3,631.3399999999999
13544.0,39,2,276.06
13546.0,12,3,621.09
13548.0,96,2,678.16
13549.0,25,7,918.1999999999999
13551.0,319,1,91.80000000000001
13552.0,66,12,3740.07
13555.0,73,4,4098.88
13557.0,28,2,584.06
13558.0,5,4,594.52
13560.0,7,1,171.42000000000002
13561.0,215,1,141.85999999999999
13562.0,81,3,1799.33
13563.0,84,2,777.53
13564.0,144,3,1724.67
13565.0,19,2,240.21999999999997
13566.0,40,2,856.8399999999999
13568.0,173,1,187.05
13569.0,17,2,338.62
13570.0,243,1,239.49
13571.0,12,12,2088.94
13572.0,205,1,1384.25
13573.0,50,2,290.25
13575.0,23,5,732.07
13576.0,10,18,6717.34
13577.0,25,4,1687.6
13579.0,14,2,467.03999999999996
13581.0,309,1,118.0
13583.0,155,1,781.03
13584.0,306,1,142.4
13587.0,63,1,712.4
13588.0,15,9,2478.95
13589.0,14,2,379.65
13590.0,11,6,1981.9199999999996
13591.0,64,3,1117.13
13592.0,35,4,247.95999999999998
13593.0,108,5,2011.88
13594.0,52,1,396.97
13596.0,5,2,664.11
13598.0,47,1,160.04
13599.0,1,21,5149.920000000001
13600.0,312,1,219.52
13601.0,45,2,693.3199999999999
13602.0,64,1,428.89
13603.0,26,1,164.34
13606.0,29,3,276.75
13607.0,40,1,675.51
13610.0,12,7,1082.33
13611.0,89,3,1154.4
13614.0,24,4,1585.46
13615.0,318,1,417.69
13617.0,40,3,544.1800000000001
13618.0,173,1,177.34
13621.0,116,1,213.85
13623.0,30,5,727.74
13626.0,252,1,257.23
13627.0,59,5,1638.47
13629.0,23,11,7792.360000000001
13630.0,5,7,2031.78
13631.0,99,11,3070.42
13632.0,24,5,2118.93
13634.0,33,5,1547.3600000000001
13635.0,67,1,1071.03
13636.0,36,5,949.1200000000001
13637.0,52,3,804.3
13638.0,15,1,122.64
13639.0,74,1,1033.34
13642.0,215,1,312.28
13643.0,31,3,519.44
13644.0,16,4,2624.26
13645.0,120,1,252.1
13647.0,9,4,1648.1200000000001
13649.0,256,2,346.6
13650.0,16,6,1836.34
13651.0,35,2,94.2
13652.0,45,3,1095.08
